skip rope,,{n} (rope used) SEE:
skip rope,,{v} (to jump over a rope) SEE:
skirmish,"escaramuza {f}, berrinche {m}",{n} (minor dispute)
skirmish,"escaramuza {f}, [Latin America] esenfrentamiento",{n} /ˈskɜː(r)mɪʃ/ (brief battle between small groups)
skirmish,escaramuzar,{v} (to engage in a minor battle or dispute)
skirmisher,"escaramuzador, hostigador",{n} (soldier)
skirt,"falda {f}, enaguas {f} {p} [Costa Rica, Nicaragua], pollera {f} [Argentina, Chile, Paraguay, Uruguay], saya {f} [Cuba]",{n} (clothing)
skirt,"falda {f}, enaguas {f} {p} [Costa Rica, Nicaragua], pollera {f} [Argentina, Chile, Paraguay, Uruguay], saya {f} [Cuba]",{n} (part of dress)
skirting board,zócalo {m},{n} (panel between floor and interior wall)
Skopje,,{prop} (Macedonia) SEE:
Skopostheorie,,{n} (idea that translating and interpreting should take into account function) SEE:
skua,págalo {m},{n} /ˈskjuːə/ (predatory seabird of the family
skulk,merodear,{v} /skʌlk/ (to conceal oneself; to hide)
skull,calavera {f},"{n} (death's-head, skull)"
skull,"cráneo {m} , calavera {f}",{n} /skʌl/ (cranium)
skull and crossbones,calavera {f},{n} (symbol of death)
skullcap,kipá {f},{n} /ˈskʌlkæp/ (cap that covers from the forehead to just above the back of the neck)
skunk,"mofeta {f} [Spain], zorro hediondo {m} [Costa Rica], zorrillo {m} [El Salvador, Guatemala, Honduras, Mexico, Nicaragua]",{n} /skʌŋk/ (animal)
sky,cielos {m} {p},{n} (heaven)
sky,"firmamento {m}, cielo {m}",{n} /skaɪ/ (atmosphere above a point)
sky,firmamento {m},"{n} (specific view, condition)"
sky blue,celeste,{adj} (colour)
skyclad,vestido al cielo,{adj} (wicca: naked outdoors)
skydiving,paracaidismo {m},{n} (jumping out of an aircraft and freefalling)
skylark,alondra común {f},{n} /ˈskaɪ.lɑɹk/ (small brown passerine bird)
skylight,tragaluz {m},{n} (opening in the roof)
skyscraper,"rascacielos {m}, torre {f}",{n} /ˈskaɪˌskɹeɪpɚ/ (tall building)
slab,"baldosa {f}, adoquín {m}, losa {f}, valdosa {f}, losa {f}",{n} (paving stone)
slab,"plancha {f}, tabla {f}, lámina {f}, tabla {f}",{n} /slæb/ (flat piece of material)
slack,"flojo {m}, flojo {m}",{adj} (not tense)
slack,flojo,{adj} (weak)
slack,charco {m},{n} /slæk/ (tidal marsh or periodically filling shallow)
slack,"haraganear, flojear",{v} (to procrastinate)
slack,"aflojarse, relajarse",{v} (to refuse or dislike exerting effort)
slag,escoria {f},{n} /slæɡ/ (the impurities which result and are separated out when melting a metal or refining it from its ore)
slake,apagar,{v} /sleɪk/ (To become less energetic)
slake,apagar,{v} (To become less intense)
slake,apagar,{v} (To cool with water)
slake,apagar,{v} (To satisfy thirst)
slake,apagar,{v} (To slacken)
slaked lime,,{n} (calcium hydroxide) SEE:
slalom,eslalon {m},{n} /ˈslɑː.ləm/ (sports)
slalom,eslalon {m},{v} (to race in a slalom)
slalomist,,{n} (slalomer) SEE:
slander,calumnia {f},"{n} (false, malicious statement)"
slander,"calumniar, difamar",{v} (utter a slanderous statement)
slanderer,calumniador {m},{n} (One who slanders)
slang,"argot {m}, jerga {f}",{n}
slang,,{n} (cant) SEE:
slang,,{n} (jargon) SEE:
slang,"argot {m}, jerga {f}, germanía {f}",{n} /slæŋ/ (slang)
slant,inclinación {f},{n} /ˈslænt/ (slope or incline)
slap,bofetada {f},{n} /slæp/ (A blow.)
slap,abofetear,{v} (To give a slap)
slap in the face,"[Latin America] cachetada {f}, bofetada {f}, [Spain] torta {f}",{n} (slap in the face or on the cheek)
slapper,"zorra {f}, ramera {f}, puta {f}",{n} (female of loose morals)
slapper,puta {f},{n} (prostitute)
slash,barra {f},{n} /slæʃ/ (symbol)
slash,,{n} (slash fiction) SEE:
slate,pizarra,{n} /sleɪt/ (rock)
slate,destinar,{v} (destine)
slattern,,{n} (prostitute) SEE:
slattern,,{n} /ˈslætɜːn/ (slut) SEE:
slaughter,matanza {f},{n} (killing of people)
slaughter,"sacrificio {m}, faena {f}, matanza {f}",{n} /ˈslɔtɝ/ (killing of animals (also kosher and halal rituals))
slaughter,matar,"{v} (To butcher animals, generally for food (also kosher and halal rituals))"
slaughter,"masacrar, matar, carnear",{v} (To kill in a particularly brutal manner)
slaughterhouse,,{n} (abattoir) SEE:
Slav,"eslavo {m}, eslava {f}",{n} /slæv/ (a member of a group of peoples in Eastern Europe speaking a Slavic language)
slave,"esclavo {m}, esclava {f}",{n}
slave,esclavo {m},{n} /sleɪv/ (person owned by another)
slave-girl,esclava {f},{n} (female slave)
slavery,esclavitud {f},{n} (condition in which one is captivated or subjugated)
slavery,esclavitud {f},{n} (condition of servitude endured by a slave)
slavery,esclavitud {f},{n} (institution or practice of owning human beings)
Slavic,eslavo {m},"{adj} (of the Slavs, their culture or languages)"
Slavicist,slavista {m} {f},{n} (a scholar who specializes in the study of the Slavic family of languages)
Slavonia,Eslavonia,{prop} (region of Croatia)
Slavonic,,{adj} /sləˈvɒn.ɪk/ (Slavic) SEE:
slaw,curtida {f} [El Salvador],{n} (coleslaw)
slay,"matar, asesinar","{v} /sleɪ/ (to kill, murder)"
sleaze,"corrupción {f}, las corruptelas, los chanchullos; sordidez {f}, cutrez {f}",{n}
sleazebag,"sinvergüenza {m} {f}, pájaro [Spain]","{n} ( morally reprehensible, disreputable, or sleazy person)"
sleazy,"cutre, corroncho, gacho, groncho, corrupto, escandaloso, sórdido",{adj} /sliː.zi/
sled,trineo {m},"{n} (a small, light vehicle with runners, used, mostly by young persons, for sliding on snow or ice)"
sled,trineo {m},"{n} (a vehicle on runners, used for conveying loads over the snow or ice)"
sledgehammer,almádena {f},{n} (kind of hammer)
sleek,liso,{adj}
sleek,liso,{adj} (not rough or harsh)
sleek,liso,{adj} /sliːk/ (smooth)
sleep,"sueño {m}, dormir",{n} /slip/ (state of reduced consciousness)
sleep,"legaña {f}, lagaña {f}, chele {m} [El Salvador, Guatemala, Honduras]",{n} (substance found in the corner of the eyes / figurative objectification of sleep)
sleep,dormir,{v} /sliːp/ (to rest in state of reduced consciousness)
sleeper,durmiente {m},{n} (horizontal wooden or concrete structural member supporting railway lines)
sleeper,vagón dormitorio {m},{n} (railroad sleeping car)
sleeper,dormilón {m},{n} (someone who sleeps)
sleeper,pijama con los pies,{n} (type of
sleep in,habérsele pegado a uno las sábanas,{v} (to sleep late)
sleepiness,"sueño {m}, [Chile] tuto",{n} (property of being sleepy)
sleeping,,{adj} (asleep) SEE:
sleeping,durmiendo {m},{n} (state or act of being asleep)
sleeping bag,saco de dormir {m},{n} (padded or insulated bag)
Sleeping Beauty,La Bella Durmiente,{prop} (fairy tale)
sleeping pill,somnífero {m},{n} (a pill having a soporific effect)
sleep like a log,dormir como un tronco,"{v} (to sleep well, without disturbance)"
sleep tight,"buenas noches, duerma bien",{interj}
sleepwalk,,{v} (somnambulate) SEE:
sleepwalker,,{n} (somnambulist) SEE:
sleepwalking,sonambulismo {m},{n} (act of walking while not conscious or aware of it)
sleepy,"cansado, adormecido, sueño, soñoliento {m}",{adj} (feeling the need for sleep)
sleepy head,,{n} (a sleepy person) SEE:
sleepyhead,"dormilón {m}, dormilona {f}",{n} (a sleepy person)
sleet,aguanieve {f},{n} (mixture of rain and snow)
sleet,aguanieve {f},{n} /sliːt/ (rain which freezes before reaching the ground)
sleev,funda {f},{n} (mechanical covering or lining)
sleev,manga {f},{n} /sliːv/ (part of a garment that covers the arm)
sleev,enfundar,{v} (to fit a sleev to)
sleeve,funda {f},{n} (mechanical covering or lining)
sleeve,manga {f},{n} /sliːv/ (part of a garment that covers the arm)
sleeve,enfundar,{v} (to fit a sleeve to)
sleigh,trineo {m},{n} /sleɪ/ (vehicle on runners)
sleight of hand,"escamoteo {m}, juego de manos {m}",{n} (performance)
sleight of hand,escamoteo {m},{n} (skill)
sleiveen,"ratero, timador, petardista, estafador, caballero de industria, pícaro, bribón, tunante, truhán, taimado",{n} /ˈsliːviːn/ (dishonest person; trickster)
slender,esbelto,{adj} (thin)
sleuth,detective {m},{n} /sluːθ/ (detective)
slew,arma {f},{n} (device used for slaying)
slew,asesinato {m},"{n} /sljuː/ (the act, or process of slaying)"
slice,rebanada {f},"{n} (thin, broad piece cut off)"
slice,rebanar,{v} (to cut into slices)
slick,astuto {m},"{adj} (Clever, making an apparently hard task easy)"
slick,resbaladizo,{adj} (Slippery due to a covering of liquid)
slick,marea negra {f},"{n} (A covering of liquid, particularly oil)"
slide,"corrimiento {m}, corrimiento de tierra {m}","{n} (rubble, earth and stones moving down)"
slide,tobogán {m},{n} (toy)
slide,diapositiva {f},{n} (transparent image for projecting)
slide,deslizar,{v} /slaɪd/ (to cause to move in contact with a surface)
slide,resbalar,{v} (to lose balance)
slide,resbalar,{v} (to move in continuous contact with a surface)
slide fastener,,{n} (zip fastener) SEE:
slide fastener,,{n} (zip fastener) SEE:
sliding door,puerta corredera {f},{n} (door)
slight,insignificante,{adj} /slaɪt/ (insignificant)
slightly,"levemente, ligeramente",{adv} (to a small extent or degree)
slim,"flaco, delgado",{adj} /slɪm/ (slender)
slim,"adelgazarse, enflaquecer, enflaquecerse, enflacar",{v} (lose weight)
slime,"lama {f}, cieno {m}, baba {f}, légamo {m}, moco {m}",{n} /slaɪm/
slimy,"viscoso, baboso; pegajoso, gelatinoso; empalagoso",{adj} /ˈslaɪ.mi/ (glutinous)
slimy,"tramposo {m}, tramposa {f}",{adj} (underhanded)
sling,cabestrillo {m},{n} (bandage)
sling,honda {f},{n} (instrument for throwing)
sling,eslinga {f},{n} (rope or chain arrangement)
sling,"tirar, lanzar, arrojar",{v} /ˈslɪɳ/ (to throw)
slinger,hondero {m},{n} (someone who slings or who uses a sling)
slingshot,"baladora {f} [Peruvian Amazonia], biombo {m} [Panama], catapulta {f} [Costa Rica], cauchera {f} [Colombia], charpe {m} [Southwestern Mexico], chilinchate {m} [Honduras], china {f} [Venezuela], estiladera {f} [Spain's Canary Islands], fonda {f} [Central and Western Venezuela], gomera {f} [Argentina], gomero {m} [Northwestern and Southern Central Spain], honda {f} [Bolivia, Colombian Atlantic Coast, Chile, Guatemala, Northwestern Argentina, Northwestern Venezuela, Peru, Uruguay], hondilla {f} [El Salvador, Honduras], hondita {f} [Paraguay], hulera {f} [Nicaragua], jebe {m} [Peru], resortera {f} [Costa Rica, Ecuador, Mexican standard usage], tiracantos {m} [Western Central Spain], tirachinas {m} [Spain standard usage], tirachinos {m} [Southwestern Spain], tiradera {f} [Spain's Canary Islands], tirador {m} [Northwestern Mexico, Southern Central and Northeastern Spain], tiragomas {m} [Northern Central Spain, specifically Cantabria, Basque Country, Soria, La Rioja and Aragon], tirahule {m} [Southeastern Mexico], tirapiedras {m} [Cuba, Dominican Republic], tira-tira {m} [Northwestern Venezuela, specifically State of Falcon]",{n} /ˈslɪŋʃɒt/ (Y-shaped stick)
slip,resbalón,{n} (act of slipping)
slip,"falta {f}, error {m}, equivocación {f}, desliz {m}, descuido {m},",{n} (error)
slip,,{n} (nautical: space for a ship to moor) SEE:
slip,combinación {f},{n} (women’s undergarment)
slip,"deslizar, resbalar",{v} /slɪp/ (to lose one's traction)
slip,tropezar,{v} (to err)
slip of the tongue,lapsus linguae {m},{n} (mistake in speech)
slipper,zapatilla,{n} (low shoe slipped on and off easily)
slipper,"pantufla {f}, zapatilla {f}, babucha {f}",{n} (low shoe usually worn indoors)
slipper animalcule,,{n} (paramecium) SEE:
slippery,"resbaladizo, escurridizo",{adj} (of a surface)
slippery jack,"boleto anillado, babosillo",{n} (mushroom in genus Suillus)
slipstick,,{n} (slide rule) SEE:
slit,"ranura {f}, abertura {f}, rendija {f}",{n} /ˈslɪt/ (narrow cut or opening; a slot)
slit,raja,"{n} (vulgar, slang: opening of the vagina)"
sliver,cebo lengüeta,{n} (bait made of pieces of small fish)
sliver,"edificio, rascacielos",{n} (New York: A narrow high-rise apartment building)
sliver,astilla,"{n} /ˈslɪ.vɚ/ (a long piece cut or rent off; a sharp, slender fragment)"
slob,vago,"{n} /slɒb/ (lazy, slovenly person)"
slobber,babear,{v} (To emit saliva or intaken but not yet swallowed liquid to run from one's mouth)
sloe,endrina {f},{n} /sləʊ/ (
slogan,"eslogan {m}, lema {m}",{n}
slogan,"eslogan {m}, lema {m}","{n} /ˈsloɡən]/ (phrase associated with a product, used in advertising)"
sloop,"balandra {f}, chalupa {f}",{n}
sloop,balandra {f},{n} /sluːp/ (single-masted sailboat)
slope,"pendiente {f}, cuesta {f}",{n} (area of ground that tends evenly upward or downward)
slope,desnivel {m},{n} (degree to which a surface tends upward or downward)
slope,inclinación,{n} (mathematics)
slope,"ojo chueco, chuequito {m}",{n} (offensive: a person of East Asian descent)
sloppy,desprolijo,"{adj} (messy; not neat, elegant, or careful)"
slot,ranura {f},"{n} /slɒt/ (narrow depression, perforation, or aperture)"
sloth,"perezoso {m}, [Venezuela] pereza {f}",{n} (mammal)
sloth,pereza {f},{n} /slɔθ/ (laziness)
slot machine,,{n} (vending machine) SEE:
Slovak,eslovaco {m},{adj} (of Slovakia or its language)
Slovak,"eslovaco {m}, eslovaca {f}",{n} (native of Slovakia)
Slovakia,Eslovaquia {f},{prop} /sloʊˈvɑ.ki.ə/ (Slovak Republic)
Slovene,esloveno,{adj} /ˈslɘʊˌvɪin/ (adjective)
Slovene,esloveno {m},{n} (a person)
Slovene,esloveno {m},{prop} (the language)
Slovenia,Eslovenia {f},{prop} /sloʊˈvi.ni.ə/ (country in Europe)
Slovenian,,{adj} /ˌsləˈvɪinɪiən/ (Slovene) SEE:
Slovenian,,{n} (Slovene) SEE:
Slovenian,,{prop} (Slovene) SEE:
slovenly,descuidado,{adj} (careless or negligent; sloppy)
slovenly,dejado,{adj} /ˈslʌv.ən.li/ (having an untidy appearance; unkempt)
slovenly,sucio,{adj}
slow,lento,{adj} /sloʊ/ (not quick in motion)
slow down,desacelerar,{v} (to reduce speed)
slowly,"lentamente, despacio",{adv} /ˈsloʊli/ (At a slow pace)
slow motion,cámara lenta {f},{n} (film stretched in time)
slowness,lentitud {f},{n} (quality of being slow)
slowworm,lución {m},{n} (
sludge,lodo {m},{n} (generic term for separated solids)
slug,,{n} (lazy person) SEE:
slug,"babosa {f}, limaco {m}",{n} /slʌɡ/ (gastropod)
sluggish,"lento, estúpido, tarado, pendejo {m}",{adj} (characteristic of a sluggard; dull; stupid; tame; simple)
sluggish,"perezoso, haragán, huevón, desganado, aburrido, inútil","{adj} (habitually idle and lazy; slothful; dull; inactive; as, a"
sluggish,"desganado [persons], apagado [persons, things], inerte",{adj} (having no power to move one's self or itself; inert)
sluggish,"lento, calmado, calmo","{adj} (slow; having little motion; as, a"
sluice,"esclusa {f} (lock), presa {f} (barrier), compuerta {f} (sluicegate)",{n} /sluːs/ (passage for water)
slum,"barrio marginal {m}, barrio pobre {m} ; [regional] asentamiento {f} [Guatemala], barriada bruja {f} [Panama], barriada de emergencia {f} [Panama], barrio {m} [Venezuela], barrio de chabolas {m} [Spain], barrio periférico {m} [Ecuador], cantegril {m} [Uruguay], colonia de paracaidistas {f} [Mexico], colonia proletaria {f} [Mexico], ciudad perdida {f} [Mexico], población callampa {f} [Chile], precario {m} [Costa Rica], pueblo joven {m} [Peru], tugurio {m} [Colombia], villa miseria {f} [Argentina, Paraguay], barrio bajo {m}",{n} (dilapidated neighborhood)
slumber,"adormecimiento {m}, adormilamiento",{n} (a very light state of sleep)
slumber,estar aletargado,{v} (to be inactive)
slumber,"adormecer {m}, adormilar, dormitar",{v} (to be in a very light state of sleep)
slump,bajón {m},{n} (helpless collapse)
slump,desfallecer,{v} (to collapse heavily)
slur,"legato {m}, ligadura de expresión {f}","{n} /slɜː(r)/ (The symbol indicating a legato passage, written as an arc over the slurred notes)"
Slurpee,,{n} (flavored shaved ice served as a drink) SEE:
slush,"nieve fangasa {f}, nieve a medio derretir {f}, nieve semiderretida {f}",{n} /slʌʃ/ (half-melted snow)
slushie,,{n} (flavored shaved ice served as a drink) SEE:
slushy,,{n} (flavored shaved ice served as a drink) SEE:
slut,perra {f},{n} (a female dog)
slut,"criada {f}, sirvienta {f}",{n} (a maid)
slut,descarada {f},"{n} (bold, outspoken woman)"
slut,"dejada {f}, puta {f}, golfa {f}, ramera {f}, mujerzuela {f}, cambollana {f}",{n}
slut,,{n} (prostitute) SEE:
slut,"zorra {f}, puta {f}, [colloquial] putona {f}",{n} (sexually promiscuous woman)
slut,"guarro {m}, guarra {f}",{n} (untidy person)
slutty,putilla,{adj} /ˈslʌti/ (Of or resembling a slut)
sly,astuto,{adj} /slaɪ/ (artfully cunning; secretly mischievous; wily)
smack,,{n} /smæk/ ((slang) heroin) SEE:
small,minúsculas {p},"{adj} (minuscule or lowercase, referring to written letters)"
small,"pequeño, chico",{adj} /smɔl/ (not large)
small,"pequeño, joven",{adj} (young)
small caps,versalita,{n} (font variant)
small change,"cambio {m}, calderilla {f} [Spain, specifically coins], chatarra {f} [Spain, specifically coins], feria {f} [Northern Mexico], menudo {m} [Caribbean Islands, Colombian Atlantic Coast, Costa Rica, Southeastern Mexico], morralla {f} [Mexico, specifically coins], sencillo {m} [Bolivia, Chile, Colombia, Northwestern Argentina, Panama, Peru, Southern and Southeastern Mexico, Venezuela], suelto {m} [Ecuador, Spain, regional usage in Mexico - in full : dinero suelto], vuelto {m} [Southeastern Mexico]",{n} (a minor or insignificant amount of money)
small-eared galago,,{n} (
small hours,altas horas,{n} (very early morning)
small intestine,intestino delgado {m},{n} (upper part of the intestine)
small-minded,mezquino,{adj} (selfish)
smallpox,viruela {f},{n} /ˈsmɔːlpɑːks/ (disease)
small talk,"charla {f}, palique {m}",{n} (idle conversation)
small town,"pueblito {m}, pueblucho {m}",{n} (a small town)
smalltown,,{n} (small town) SEE:
smaragdine,,{n} /sməˈræɡdiːn/ (emerald) SEE:
smarmy,zalamero,"{adj} /ˈsmɑːɹ.mi/ (Falsely earnest, smug, or ingratiating)"
smart,"listo {m}, intelectual {m} {f}","{adj} (exhibiting intellectual knowledge, such as that found in books)"
smart,"vivo {m}, vivaracho {m}",{adj} (exhibiting social ability or cleverness)
smart,listo,{adj}
smart,escocer,{v} /smɑːt/ (to hurt or sting)
smart ass,,"{n} (one promoting his own personality, wishes or views) SEE:"
smartass,burlón,{adj} (related to or characteristic of a smartass)
smart card,tarjeta inteligente {f},{n} (plastic card that has information stored on a computer chip)
smartphone,inteligente {m},{n} /ˈsmɑɹtfoʊn/ (electronic handheld device)
smash,"golpear, machucar",{v} (hit extremely hard)
smash,"estrellar, destrozar",{v} (to break violently)
smear,mancha {f},{n} (mark)
smear,,{n} (Pap smear) SEE:
smear,"manchar, untar, embadurnar, aplicar",{v} /smɪɚ/ (to spread (a substance))
smear,"manchar la reputación, difamar","{v} (to damage someone's reputation by slandering, making false accusations)"
smear,"untar, cubrir",{v} (to spread (a surface) with a substance)
smectic,esmético {m},{adj}
smell,olfato {m},{n} (sense)
smell,olor {m},{n} /smɛl/ (sensation)
smell,oler,{v} (have a particular smell)
smell,oler a,{v} (have the smell of)
smell,"oler, husmear",{v} (sense with nose)
smell a rat,oler a gato encerrado,{v} (to sense something suspicious)
smelly,maloliente,{adj} /ˈsmɛli/ (having a bad smell)
smelt,eperlano {m},{n} /ˈsmɛlt/ (fish of the family Osmeridae)
smelt,"fundir, soldar",{v} (to fuse two things into one)
smelting,fundición {f},"{n} (process of melting or fusion, especially to extract a metal from its ore)"
smile,sonrisa {f},"{n} /smaɪl/ (a happy face expression using mouth, but without producing voice)"
smile,sonreír,{v} (to have a smile on one's face)
smiley,emoticón,{n}
smiley,,{n} /ˈsmaɪli/ (emoticon) SEE:
smirch,ensuciar,{v} (to dirty)
smirk,sonreír con suficiencia,"{v} /smɜː(ɹ)k/ (To smile in a way that is affected, smug, insolent or contemptuous)"
smith,"herrero {m}, herrera {f}",{v} /smɪθ/ (craftsperson who works metal)
Smith,"Fernández, García, Hernández",{prop} (most common surnames by language)
Smith,Herrera,"{prop} (surnames derived from the equivalents of ""smith"")"
smithy,,{n} /ˈsmɪθi/ (forge) SEE:
smog,esmog,{n} /smɒ:g/ (urban air pollution)
smoke,,{n} (baseball slang:fastball) SEE:
smoke,pito {m},{n} (colloquial: cigarette)
smoke,humo {m},{n} /smoʊk/ (visible particles and vapour given off by burning material)
smoke,humear,{v} (to give off smoke)
smoke,fumar,{v} (to inhale and exhale smoke from a burning cigarette)
smoke,fumar,{v} (to inhale and exhale tobacco smoke regularly or habitually)
smoke,ahumar,{v} (to preserve or prepare by treating with smoke)
smoke alarm,,{n} (smoke detector) SEE:
smoked,ahumado,"{adj} (of food, preserved by treatment with smoke)"
smoke explosion,explosión de humo {f},{n} (smoke explosion)
smoker,,{n} (bee smoker) SEE:
smoker,"fumador {m}, fumadora {f}",{n} (person who smokes tobacco habitually)
smoker,,{n} (smoking car) SEE:
smokescreen,cortina de humo,{n} (anything used to conceal or distract)
smokestack,chimenea {f},{n} (a conduit or group of conduits atop a structure allowing smoke to flow out)
smoking,fumar,{n} (smoking of tobacco)
smoky quartz,cuarzo ahumado {m},{n} (type of quartz)
smolder,arder,{v} /ˈsmoʊldɚ/ (To burn with no flame and little smoke)
Smolensk,Smolensk {m},{prop} (city)
smooch,beso,{n} (
smooch,besar,{v} (
smooth,liso,"{adj} /smuːð/ (lacking friction, not rough)"
smooth,alisar,{v} (make smooth)
smoothen,alisar,{v} /ˈsmuðɨn/ (make smooth)
smooth snake,culebra lisa europea,{n} (
smother,apagar,{v} (to extinguish or deaden)
smother,reprimir,{v} (to reduce to a low degree of vigor or activity)
smother,sofocar,{v} (to suffocate)
smug,"ufano, engreído, petulante",{adj} /smʌɡ/ (irritatingly pleased with oneself; self-satisfied)
smuggle,"contrabandear, pasar de contrabando {m}",{v}
smuggle,contrabandear,"{v} /ˈsmʌɡəl/ (To import or export, illicitly or by stealth, without paying lawful customs charges or duties)"
smuggler,contrabandista {m},{n} /ˈsmʌɡ.lə(ɹ)/ (One who smuggles things)
smuggling,contrabando {m},{n} (an act of smuggling)
smugness,"petulancia {f}, autosuficiencia {f}, ufanía {f}",{n} (state or quality of being smug)
smurf,pitufo {m},{n} /smɝf/ (fictional character)
smut,,{n} (promiscuous woman) SEE:
smut,,{n} /smʌt/ (soot) SEE:
Smyrna,Esmirna,{prop} /zmˈɪɚnɑː/ (city)
snack,"tentempié {m}, refrigerio {m} [formal usage], bocado {m} [figurative usage - also : bocadillo], botana {f} [Mexico], piquislabis {m} [Southern Spain], piscolabis {m} [Spain standard usage], refacción {m} [Guatemala], bala fría {f} [Venezuela, colloquial]",{n} (an item of food eaten between meals)
snack,"antojito {m} [Ecuador, Guatemala, México], aperitivo {m}, botana [Mexico], pasaboca [Colombia], pasapalo [Venezuela], pincho {m}, tapa {f} [Spain]",{n}
snack,"tentempié {m}, refrigerio {m} [formal usage], bocado {m} [figurative usage - also : bocadillo], botana {f} [Mexico], piquislabis {m} [Southern Spain], piscolabis {m} [Spain standard usage], refacción {m} [Guatemala], bala fría {f} [Venezuela, colloquial]",{n} /snæk/ (a light meal)
snail,caracol {m},{n} (any animal of the class
snail,tortuga {f},{n} (sluggard)
snail mail,correo ordinario {m},{n} (postal mail)
snake,"serpiente {f}, culebra {f}, sierpe [archaic], víbora [colloquial, Mexico]",{n} /sneɪk/ (legless reptile)
snake,"culebrear, serpentear, hacer culebra",{v} (to move in a winding path)
snake hawk,,{n} (laughing falcon) SEE:
snaky,,{adj} (twisty) SEE:
snap,fotografía {f},{n} (photograph)
snap,chasquido {m},{n} /snæp/ (quick breaking or cracking sound or the action of producing such a sound)
snap,chasquear,{v}
snap,increpar,{v} (to speak abruptly or sharply)
snapdragon,boca de dragón {f},{n} (any plant of the genus Antirrhinum)
snapshot,instantánea {f},{n} (A photograph)
snare drum,"redoblante {m}, caja clara {f}, tarola {f}, caja {f}",{n} (tubular drum)
snarky,"sarcástico, mordaz",{adj} (sarcastic and irreverent)
snarl,gruñido {m},{n} (act of snarling)
snarl,"enredo {m}, maraña {f}, quilombo {m}","{n} (knot or complication of hair, thread, or the like, difficult to disentangle)"
snarl,enredar,{v} (To entangle)
snarl,gruñir,{v} (To growl)
snatch,"arrancada {f}, arranque {m}",{n} (competitive weightlifting event)
snatch,raptar,{v} /snætʃ/ (to steal)
sneak,moverse con sigilo,{v} /sniːk/ (to creep)
sneak,"esconder, escabullir",{v} (to hide in a mean or cowardly manner)
sneaker,,{n} (athletic shoe) SEE:
sneaker,tenis,{n} (one who sneaks)
sneakers,"tenis {m} [especially Latin America, regional usage in Spain - in full : zapato de tenis], bamba {f} [Northeastern Spain], botín {m} [Seville, Southern Spain], champión {m} [Paraguay, Uruguay], deportiva {f} [Spain], espores {m} {p} [Northeastern Argentina], espais {m} {p} [Cantabria, Northern Central Spain], gomas {f} {p} [Northwestern Venezuela], guachicón {m} [Northeastern Venezuela], kets {m} {p} [Lleida, Catalonia, Northeastern Spain], kids {m} {p} [Bolivia], maripís {m} {p} [Aragon, Northern Central Spain ], playera {f} [Spain], popis {m} {p} [Cuba], zapatilla deportiva {f} [Argentina, Chile, Panama, Peru, Spain], zapato de goma {m} [Venezuelan standard usage]","{n} (leisure shoes, often worn for sports; trainers)"
sneak up on,acercarse sigilosamente a algo o a alguien,{v} (to approach)
sneaky,escurridizo,{adj} (Difficult to catch due to constantly outwitting the adversaries)
sneer,"burlarse, burla",{v} /snɪɹ/ (raise a corner of the upper lip slightly in scorn)
sneeze,estornudo {m},{n} (act of sneezing)
sneeze,estornudar,{v} (sneezing reflex)
sniff,"husmear, sorber",{v}
snipe,"agachadiza {f}, agachona {f}, caica {f}",{n} (bird of the family Scolopacidae)
sniper,francotirador {m},{n} (a person using long-range small arms for precise attacks from a concealed position)
sniper,francotirador {m},{n} (a person who carries the professional title of sniper)
sniper,francotirador {m},{n}
snitch,"ladrón {m}, ladrona {f}",{n} (A thief)
snitch,"chivato {m} chivata {f}, soplón {m}, delator {m}, sapo","{n} (informer, usually one who betrays his group)"
snitch,"chivarse, delatar",{v} (inform on)
snitch,"mangar, robar, hurtar",{v} /snɪtʃ/ (steal)
snivel,"lloriquear, gimotear","{v} (to whine or complain, whilst crying)"
snob,"esnob {m} {f}, fresa {f} [Mexico], pijo {m}, pituco {m}, siútico",{n} /snɒb/ (person who seeks to be a member of the upper classes)
snocross,snocross {m},{n}
snood,,{n} (hairnet) SEE:
snood,,{n} (neckwarmer) SEE:
snood,"redecilla {f}, cintillo {m}",{n} /snuːd/ (band or ribbon for keeping the hair in place)
snooker,billar {m},{n} /'snʊkər/ (cue sport)
snoop,"husmear, fisgar",{n} (The act of snooping)
snooty,presuntuoso,{adj} /ˈsnuː.ti/ (pompous)
snore,ronquido {m},{n} (act and noise of snoring)
snore,roncar,{v} (breathe during sleep with harsh noises)
snorkel,tubo respirador {m},{n} (hollow tube used for breathing underwater)
snort,resoplar,{n} (sound made by exhaling roughly through the nose)
snort,esnifar,{v} (to inhale (usually a drug) through the nose)
snot,moco {m},{n} /snɒt/ (mucus)
snotty,mocoso,{adj} (dirtied with snot)
snotty,"de mal carácter, de mal temperamento, impertinente","{adj} (ill-tempered, impertinent)"
snout,"hocico {m}, trompa {f}, [technical] probóscide {f}",{n} (anterior prolongation of head of weevil and other insects)
snout,"hocico {m}, trompa {f}, [technical] probóscide {f}",{n} (anterior prolongation of the head of gastropod)
snout,hocico {m},"{n} (long, projecting nose, mouth and jaw of a beast)"
snout,"[Mexico] narizota {f}, narices {f} {p}","{n} (nose of a man, (in contempt))"
snout,boquilla {f},"{n} (nozzle of a pipe, hose, etc.)"
snout moth,,{n} (eggar) SEE:
snow,nieve {f},{n} (cocaine)
snow,"nieves {f} {p}, nevada {f}",{n} (collective precipitation)
